Transaction_ID,Investor_ID,Stock_ID,Date_ID,Buy_Price,Current_Price,Quantity,Investment_Amount,Current_Value,Profit_Loss
61,INV0118,4,20240114,2610.0,2535.0,1.0,2610,2535,-75
63,INV0118,2,20240202,476.0,208.0,22.0,10472,4576,-5896
64,INV0037,5,20241227,2305.0,2248.0,18.0,41490,40464,-1026
66,INV0293,9,20240104,2560.0,2744.0,16.0,40960,43904,2944
67,INV0243,2,20240825,3507.0,3623.0,13.0,45591,47099,1508
68,INV0049,9,20240912,597.0,971.0,28.0,16716,27188,10472
69,INV0182,10,20240602,1934.0,2054.0,30.0,58020,61620,3600
70,INV0028,11,20240510,2958.0,3327.0,42.0,124236,139734,15498
71,INV0051,10,20240714,448.0,560.0,47.0,21056,26320,5264
73,INV0099,2,20240306,979.0,1228.0,29.0,28391,35612,7221
74,INV0072,15,20240111,1928.0,1815.0,18.0,34704,32670,-2034
76,INV0282,15,20240214,601.0,352.0,42.0,25242,14784,-10458
77,INV0277,7,20241203,3624.0,3339.0,6.0,21744,20034,-1710
78,INV0122,4,20240116,881.0,997.0,32.0,28192,31904,3712
79,INV0247,10,20240521,1075.0,1185.0,4.0,4300,4740,440
80,INV0085,14,20240120,1752.0,1454.0,25.0,43800,36350,-7450
81,INV0136,9,20241104,3995.0,4160.0,19.0,75905,79040,3135
82,INV0217,19,20240127,3053.0,3501.0,36.0,109908,126036,16128
83,INV0250,16,20240519,834.0,728.0,19.0,15846,13832,-2014
84,INV0112,15,20240921,439.0,732.0,48.0,21072,35136,14064
85,INV0278,19,20240327,449.0,914.0,21.0,9429,19194,9765
86,INV0030,7,20240710,405.0,703.0,31.0,12555,21793,9238
87,INV0258,11,20241008,3965.0,4208.0,11.0,43615,46288,2673
88,INV0030,12,20240206,2280.0,2062.0,12.0,27360,24744,-2616
89,INV0036,14,20240428,2637.0,2406.0,44.0,116028,105864,-10164
90,INV0121,9,20240730,1853.0,1675.0,37.0,68561,61975,-6586
91,INV0127,16,20241013,2571.0,2879.0,3.0,7713,8637,924
92,INV0042,1,20240802,1917.0,2290.0,38.0,72846,87020,14174
93,INV0290,16,20241224,2341.0,2364.0,17.0,39797,40188,391
94,INV0105,1,20240505,2943.0,3376.0,21.0,61803,70896,9093
95,INV0123,16,20240227,1287.0,1392.0,9.0,11583,12528,945
96,INV0154,4,20241030,2072.0,2095.0,49.0,101528,102655,1127
97,INV0038,5,20240915,238.0,407.0,40.0,9520,16280,6760
98,INV0289,2,20241115,609.0,384.0,35.0,21315,13440,-7875
99,INV0110,4,20241015,2272.0,2243.0,9.0,20448,20187,-261
100,INV0179,19,20240212,3808.0,3578.0,16.0,60928,57248,-3680
101,INV0190,16,20240623,1367.0,1228.0,29.0,39643,35612,-4031
102,INV0279,2,20241102,3081.0,3090.0,40.0,123240,123600,360
103,INV0271,6,20240623,232.0,615.0,36.0,8352,22140,13788
104,INV0154,20,20240307,2917.0,2723.0,9.0,26253,24507,-1746
105,INV0136,7,20241216,672.0,481.0,48.0,32256,23088,-9168
106,INV0284,1,20241112,836.0,814.0,19.0,15884,15466,-418
107,INV0108,14,20241208,3139.0,3190.0,14.0,43946,44660,714
108,INV0136,13,20240303,2270.0,2470.0,17.0,38590,41990,3400
109,INV0027,8,20241130,578.0,927.0,28.0,16184,25956,9772
110,INV0142,12,20241006,380.0,83.0,22.0,8360,1826,-6534
111,INV0067,20,20240124,2809.0,2777.0,11.0,30899,30547,-352
113,INV0288,20,20240712,239.0,53.0,5.0,1195,265,-930
114,INV0077,16,20240102,2434.0,2170.0,24.0,58416,52080,-6336
115,INV0299,10,20241129,2463.0,2314.0,28.0,68964,64792,-4172
116,INV0066,20,20240128,371.0,386.0,24.0,8904,9264,360
117,INV0021,9,20240327,3881.0,3947.0,14.0,54334,55258,924
118,INV0128,9,20240517,2931.0,2736.0,23.0,67413,62928,-4485
119,INV0287,11,20240404,3821.0,3937.0,40.0,152840,157480,4640
120,INV0080,10,20240724,3991.0,3933.0,11.0,43901,43263,-638
121,INV0091,7,20240328,3810.0,3932.0,2.0,7620,7864,244
122,INV0092,13,20240517,3216.0,3256.0,27.0,86832,87912,1080
123,INV0128,17,20241001,1292.0,1155.0,45.0,58140,51975,-6165
124,INV0056,6,20240207,1766.0,1505.0,31.0,54746,46655,-8091
126,INV0157,15,20240428,3560.0,3493.0,15.0,53400,52395,-1005
127,INV0013,10,20240713,2903.0,2800.0,26.0,75478,72800,-2678
128,INV0169,12,20240703,1341.0,1112.0,50.0,67050,55600,-11450
129,INV0143,1,20240907,1638.0,1994.0,33.0,54054,65802,11748
130,INV0205,2,20240809,2983.0,3232.0,22.0,65626,71104,5478
131,INV0015,12,20240814,672.0,639.0,12.0,8064,7668,-396
132,INV0298,17,20240215,1287.0,1026.0,7.0,9009,7182,-1827
133,INV0223,8,20240607,1615.0,2061.0,21.0,33915,43281,9366
134,INV0224,19,20240512,2683.0,2906.0,8.0,21464,23248,1784
136,INV0131,1,20240819,381.0,806.0,28.0,10668,22568,11900
137,INV0001,18,20240110,2329.0,2580.0,44.0,102476,113520,11044
139,INV0170,7,20240425,2752.0,2773.0,43.0,118336,119239,903
141,INV0159,19,20241203,2931.0,3049.0,21.0,61551,64029,2478
142,INV0207,1,20240823,3055.0,3057.0,36.0,109980,110052,72
143,INV0066,3,20240926,985.0,1115.0,43.0,42355,47945,5590
144,INV0195,5,20241019,2974.0,3440.0,12.0,35688,41280,5592
145,INV0292,16,20240207,1432.0,1547.0,36.0,51552,55692,4140
146,INV0001,9,20240619,1444.0,1437.0,14.0,20216,20118,-98
147,INV0221,9,20240618,3418.0,3711.0,39.0,133302,144729,11427
148,INV0165,8,20240802,2104.0,2256.0,29.0,61016,65424,4408
149,INV0110,19,20240626,2293.0,2477.0,48.0,110064,118896,8832
150,INV0087,10,20240327,2898.0,2684.0,19.0,55062,50996,-4066
151,INV0264,13,20240301,2919.0,3267.0,40.0,116760,130680,13920
152,INV0172,11,20240613,582.0,1051.0,16.0,9312,16816,7504
153,INV0159,14,20240416,1120.0,1023.0,10.0,11200,10230,-970
154,INV0013,3,20240313,389.0,339.0,31.0,12059,10509,-1550
155,INV0038,14,20240804,2065.0,2189.0,41.0,84665,89749,5084
157,INV0197,12,20240127,2224.0,2333.0,16.0,35584,37328,1744
158,INV0076,10,20240212,2887.0,3291.0,1.0,2887,3291,404
159,INV0055,10,20241028,3388.0,3523.0,15.0,50820,52845,2025
160,INV0091,14,20240212,3493.0,3905.0,34.0,118762,132770,14008
161,INV0238,10,20241002,405.0,675.0,16.0,6480,10800,4320
162,INV0063,20,20240429,2069.0,1905.0,30.0,62070,57150,-4920
163,INV0272,10,20240609,2489.0,2798.0,21.0,52269,58758,6489
164,INV0227,2,20240113,2709.0,3145.0,33.0,89397,103785,14388
165,INV0219,13,20240701,3602.0,3863.0,29.0,104458,112027,7569
166,INV0082,14,20240828,3246.0,3432.0,29.0,94134,99528,5394
167,INV0133,10,20240111,3279.0,3232.0,41.0,134439,132512,-1927
168,INV0142,5,20240216,3336.0,3832.0,34.0,113424,130288,16864
169,INV0249,3,20240114,2767.0,2711.0,18.0,49806,48798,-1008
170,INV0226,8,20240906,517.0,947.0,19.0,9823,17993,8170
171,INV0121,2,20241203,1312.0,1355.0,21.0,27552,28455,903
172,INV0277,15,20240810,530.0,371.0,10.0,5300,3710,-1590
173,INV0119,5,20240907,1768.0,2178.0,10.0,17680,21780,4100
174,INV0110,9,20240908,463.0,587.0,27.0,12501,15849,3348
175,INV0170,11,20240226,2422.0,2599.0,27.0,65394,70173,4779
176,INV0032,2,20240703,1047.0,1177.0,25.0,26175,29425,3250
177,INV0300,9,20240115,3048.0,2768.0,49.0,149352,135632,-13720
178,INV0295,5,20240721,1758.0,1946.0,1.0,1758,1946,188
179,INV0181,2,20241130,1423.0,1894.0,25.0,35575,47350,11775
180,INV0215,14,20240911,2404.0,2869.0,48.0,115392,137712,22320
182,INV0250,6,20240710,1098.0,1077.0,28.0,30744,30156,-588
183,INV0249,14,20240118,318.0,416.0,22.0,6996,9152,2156
184,INV0208,1,20240403,3166.0,3035.0,30.0,94980,91050,-3930
185,INV0066,12,20241211,2748.0,2994.0,2.0,5496,5988,492
186,INV0202,7,20241016,2624.0,2901.0,43.0,112832,124743,11911
188,INV0070,5,20240114,3750.0,3922.0,12.0,45000,47064,2064
189,INV0026,7,20240402,1265.0,1353.0,21.0,26565,28413,1848
190,INV0109,14,20241222,2062.0,2096.0,22.0,45364,46112,748
191,INV0195,3,20241015,1339.0,1809.0,27.0,36153,48843,12690
194,INV0180,3,20240804,1118.0,1483.0,5.0,5590,7415,1825
195,INV0021,18,20240601,3289.0,3020.0,16.0,52624,48320,-4304
196,INV0103,5,20240701,3637.0,3357.0,40.0,145480,134280,-11200
197,INV0079,19,20240814,1177.0,1006.0,31.0,36487,31186,-5301
198,INV0059,10,20240305,2510.0,2433.0,30.0,75300,72990,-2310
199,INV0132,15,20240810,3341.0,3418.0,11.0,36751,37598,847
200,INV0059,13,20240823,3385.0,3252.0,20.0,67700,65040,-2660
202,INV0295,11,20240309,2974.0,3058.0,26.0,77324,79508,2184
203,INV0102,12,20240803,511.0,817.0,45.0,22995,36765,13770
204,INV0125,6,20240226,617.0,1030.0,50.0,30850,51500,20650
205,INV0155,13,20241227,3682.0,4082.0,39.0,143598,159198,15600
206,INV0062,16,20240426,3461.0,3740.0,3.0,10383,11220,837
208,INV0190,4,20241129,482.0,700.0,42.0,20244,29400,9156
211,INV0236,15,20240113,3097.0,2953.0,28.0,86716,82684,-4032
212,INV0091,13,20240416,3205.0,3439.0,42.0,134610,144438,9828
213,INV0139,18,20241209,2722.0,2973.0,50.0,136100,148650,12550
214,INV0248,20,20241015,2104.0,2250.0,47.0,98888,105750,6862
215,INV0138,13,20240830,1520.0,1471.0,6.0,9120,8826,-294
216,INV0143,11,20240922,3811.0,3972.0,16.0,60976,63552,2576
217,INV0238,5,20240803,2534.0,2858.0,43.0,108962,122894,13932
218,INV0195,5,20240301,1577.0,1306.0,32.0,50464,41792,-8672
219,INV0167,16,20240909,944.0,1143.0,14.0,13216,16002,2786
220,INV0182,7,20241108,3467.0,3431.0,22.0,76274,75482,-792
221,INV0144,7,20241012,3805.0,4115.0,45.0,171225,185175,13950
223,INV0098,15,20240729,550.0,497.0,47.0,25850,23359,-2491
224,INV0209,4,20240503,2201.0,2469.0,49.0,107849,120981,13132
225,INV0124,13,20240413,3028.0,3215.0,42.0,127176,135030,7854
226,INV0252,4,20241031,2035.0,1752.0,6.0,12210,10512,-1698
227,INV0151,14,20240620,1107.0,1221.0,45.0,49815,54945,5130
228,INV0125,13,20240322,1454.0,1833.0,38.0,55252,69654,14402
229,INV0189,6,20240929,2138.0,2404.0,34.0,72692,81736,9044
230,INV0177,7,20240201,1942.0,2405.0,36.0,69912,86580,16668
231,INV0170,20,20240327,1641.0,2060.0,30.0,49230,61800,12570
232,INV0139,14,20240202,1455.0,1412.0,15.0,21825,21180,-645
233,INV0062,17,20240119,3154.0,3051.0,21.0,66234,64071,-2163
234,INV0062,11,20240812,3242.0,3490.0,49.0,158858,171010,12152
235,INV0095,17,20240503,984.0,905.0,48.0,47232,43440,-3792
236,INV0248,13,20240611,1332.0,1773.0,38.0,50616,67374,16758
237,INV0269,5,20241018,2644.0,2633.0,7.0,18508,18431,-77
238,INV0100,6,20241224,1413.0,1345.0,24.0,33912,32280,-1632
239,INV0092,12,20240430,1438.0,1152.0,46.0,66148,52992,-13156
240,INV0274,4,20240617,718.0,698.0,3.0,2154,2094,-60
241,INV0028,1,20240529,2466.0,2465.0,45.0,110970,110925,-45
242,INV0065,6,20240628,2812.0,3282.0,32.0,89984,105024,15040
243,INV0053,16,20240525,3774.0,3486.0,37.0,139638,128982,-10656
244,INV0146,6,20240706,2122.0,2312.0,29.0,61538,67048,5510
245,INV0175,11,20240829,955.0,707.0,17.0,16235,12019,-4216
246,INV0245,2,20241108,667.0,433.0,26.0,17342,11258,-6084
248,INV0028,16,20241022,821.0,673.0,37.0,30377,24901,-5476
249,INV0156,6,20240913,548.0,502.0,8.0,4384,4016,-368
250,INV0286,2,20240406,3331.0,3457.0,39.0,129909,134823,4914
251,INV0116,18,20240225,3377.0,3612.0,25.0,84425,90300,5875
252,INV0231,2,20240514,3921.0,4074.0,20.0,78420,81480,3060
253,INV0220,14,20240306,1450.0,1732.0,40.0,58000,69280,11280
254,INV0031,4,20241116,2697.0,3154.0,7.0,18879,22078,3199
255,INV0107,10,20240411,2762.0,2678.0,17.0,46954,45526,-1428
256,INV0042,14,20240501,843.0,788.0,12.0,10116,9456,-660
257,INV0283,11,20240215,507.0,367.0,1.0,507,367,-140
259,INV0241,11,20240409,1392.0,1125.0,15.0,20880,16875,-4005
260,INV0148,6,20241101,3095.0,3084.0,45.0,139275,138780,-495
261,INV0233,6,20240906,491.0,894.0,15.0,7365,13410,6045
262,INV0136,4,20240825,3426.0,3766.0,38.0,130188,143108,12920
263,INV0102,6,20240430,1941.0,1758.0,35.0,67935,61530,-6405
264,INV0116,5,20240620,2852.0,2704.0,18.0,51336,48672,-2664
265,INV0073,5,20240905,492.0,253.0,11.0,5412,2783,-2629
266,INV0158,16,20241010,2637.0,3103.0,37.0,97569,114811,17242
267,INV0148,4,20240425,1998.0,1825.0,30.0,59940,54750,-5190
268,INV0156,10,20241016,3066.0,3178.0,18.0,55188,57204,2016
269,INV0257,15,20240829,2411.0,2616.0,29.0,69919,75864,5945
270,INV0042,11,20241209,2649.0,2389.0,28.0,74172,66892,-7280
272,INV0047,8,20240908,1137.0,1527.0,37.0,42069,56499,14430
273,INV0011,3,20241025,3332.0,3720.0,18.0,59976,66960,6984
274,INV0296,4,20241230,364.0,845.0,49.0,17836,41405,23569
275,INV0090,6,20240827,2127.0,2358.0,42.0,89334,99036,9702
276,INV0227,17,20240501,3952.0,3936.0,12.0,47424,47232,-192
277,INV0300,7,20240424,1985.0,2335.0,32.0,63520,74720,11200
278,INV0047,6,20241018,2125.0,2181.0,27.0,57375,58887,1512
280,INV0083,18,20240914,1550.0,1671.0,45.0,69750,75195,5445
281,INV0254,13,20240531,1380.0,1758.0,26.0,35880,45708,9828
282,INV0282,5,20240316,350.0,515.0,6.0,2100,3090,990
283,INV0162,19,20240405,1233.0,1264.0,8.0,9864,10112,248
285,INV0278,17,20240418,2092.0,2215.0,4.0,8368,8860,492
286,INV0097,18,20240921,2323.0,2393.0,40.0,92920,95720,2800
287,INV0256,14,20240610,2761.0,2913.0,49.0,135289,142737,7448
288,INV0027,17,20240125,1033.0,1006.0,36.0,37188,36216,-972
289,INV0068,17,20240601,3999.0,3993.0,29.0,115971,115797,-174
290,INV0249,12,20240629,697.0,426.0,41.0,28577,17466,-11111
291,INV0123,15,20240831,3107.0,2969.0,20.0,62140,59380,-2760
292,INV0283,10,20240725,256.0,521.0,27.0,6912,14067,7155
293,INV0048,18,20240622,1120.0,936.0,30.0,33600,28080,-5520
294,INV0061,2,20240229,2853.0,2710.0,32.0,91296,86720,-4576
295,INV0150,13,20240801,2284.0,2706.0,18.0,41112,48708,7596
296,INV0213,19,20240812,3619.0,3813.0,31.0,112189,118203,6014
297,INV0125,1,20240728,2070.0,2334.0,10.0,20700,23340,2640
298,INV0197,9,20241106,980.0,1293.0,33.0,32340,42669,10329
299,INV0070,17,20240708,3739.0,3510.0,18.0,67302,63180,-4122
300,INV0213,13,20241116,1592.0,1811.0,18.0,28656,32598,3942
301,INV0002,19,20240324,1358.0,1801.0,20.0,27160,36020,8860
302,INV0297,6,20240226,2903.0,3104.0,10.0,29030,31040,2010
303,INV0229,13,20240803,2406.0,2601.0,23.0,55338,59823,4485
304,INV0171,15,20240625,2460.0,2941.0,35.0,86100,102935,16835
305,INV0194,5,20240716,2065.0,2094.0,13.0,26845,27222,377
306,INV0123,3,20240919,2542.0,2634.0,15.0,38130,39510,1380
307,INV0211,4,20240911,378.0,403.0,48.0,18144,19344,1200
308,INV0243,2,20240525,3088.0,3178.0,25.0,77200,79450,2250
309,INV0078,1,20240609,2228.0,1965.0,9.0,20052,17685,-2367
310,INV0258,7,20240501,2617.0,2656.0,7.0,18319,18592,273
311,INV0226,20,20240920,608.0,846.0,30.0,18240,25380,7140
313,INV0080,11,20240210,506.0,686.0,17.0,8602,11662,3060
314,INV0174,4,20241023,2752.0,3161.0,26.0,71552,82186,10634
315,INV0042,17,20240720,3688.0,3724.0,44.0,162272,163856,1584
316,INV0274,4,20240101,1756.0,1780.0,41.0,71996,72980,984
317,INV0250,17,20240312,3773.0,4027.0,3.0,11319,12081,762
318,INV0036,16,20240701,1161.0,1507.0,44.0,51084,66308,15224
319,INV0148,11,20241203,1131.0,1595.0,6.0,6786,9570,2784
320,INV0223,19,20241207,603.0,1081.0,41.0,24723,44321,19598
321,INV0052,13,20241009,2017.0,1887.0,45.0,90765,84915,-5850
322,INV0154,17,20241202,3900.0,3629.0,3.0,11700,10887,-813
323,INV0167,7,20240409,3461.0,3218.0,19.0,65759,61142,-4617
324,INV0184,1,20240705,1735.0,1876.0,10.0,17350,18760,1410
325,INV0126,20,20240130,2375.0,2496.0,37.0,87875,92352,4477
326,INV0093,12,20240131,896.0,775.0,6.0,5376,4650,-726
327,INV0196,12,20241006,2738.0,3137.0,16.0,43808,50192,6384
328,INV0255,4,20241211,3938.0,4235.0,10.0,39380,42350,2970
329,INV0119,3,20240926,2088.0,2441.0,17.0,35496,41497,6001
330,INV0236,17,20240926,1245.0,1627.0,1.0,1245,1627,382
331,INV0239,19,20240927,3891.0,3885.0,44.0,171204,170940,-264
332,INV0280,5,20240408,847.0,622.0,29.0,24563,18038,-6525
333,INV0177,2,20241013,2606.0,2612.0,41.0,106846,107092,246
334,INV0218,13,20241120,3027.0,2983.0,30.0,90810,89490,-1320
335,INV0155,10,20241227,1015.0,1108.0,31.0,31465,34348,2883
336,INV0055,2,20241119,1171.0,1261.0,37.0,43327,46657,3330
337,INV0184,1,20240128,2554.0,2556.0,45.0,114930,115020,90
338,INV0152,6,20240728,289.0,663.0,26.0,7514,17238,9724
339,INV0141,3,20240906,233.0,512.0,44.0,10252,22528,12276
340,INV0026,12,20241215,3929.0,4249.0,48.0,188592,203952,15360
341,INV0255,9,20241025,3611.0,3604.0,50.0,180550,180200,-350
342,INV0118,4,20240502,2686.0,2746.0,15.0,40290,41190,900
343,INV0098,19,20240819,2743.0,2699.0,44.0,120692,118756,-1936
344,INV0071,6,20240720,2773.0,2572.0,41.0,113693,105452,-8241
345,INV0021,16,20240307,1465.0,1616.0,3.0,4395,4848,453
346,INV0297,17,20241027,1694.0,2143.0,9.0,15246,19287,4041
348,INV0213,7,20241225,919.0,824.0,9.0,8271,7416,-855
349,INV0277,20,20240410,3789.0,3863.0,34.0,128826,131342,2516
350,INV0257,15,20241102,3941.0,3920.0,11.0,43351,43120,-231
351,INV0132,16,20240527,3943.0,4136.0,19.0,74917,78584,3667
352,INV0174,9,20240626,3494.0,3311.0,30.0,104820,99330,-5490
353,INV0039,19,20240116,776.0,1248.0,15.0,11640,18720,7080
354,INV0204,7,20241110,3664.0,3934.0,24.0,87936,94416,6480
355,INV0047,16,20241003,3438.0,3542.0,1.0,3438,3542,104
356,INV0136,6,20240509,2397.0,2223.0,30.0,71910,66690,-5220
358,INV0135,14,20240901,2594.0,2684.0,41.0,106354,110044,3690
359,INV0191,3,20240614,643.0,1034.0,15.0,9645,15510,5865
360,INV0242,4,20240424,302.0,636.0,36.0,10872,22896,12024
361,INV0168,5,20240902,3948.0,4272.0,15.0,59220,64080,4860
362,INV0033,17,20240222,2802.0,2977.0,45.0,126090,133965,7875
363,INV0155,8,20240919,2859.0,2977.0,8.0,22872,23816,944
364,INV0072,13,20240614,385.0,123.0,20.0,7700,2460,-5240
365,INV0253,20,20240820,675.0,474.0,16.0,10800,7584,-3216
366,INV0276,14,20241130,755.0,852.0,30.0,22650,25560,2910
367,INV0190,5,20240822,2946.0,3406.0,45.0,132570,153270,20700
368,INV0277,5,20240817,1916.0,2217.0,48.0,91968,106416,14448
369,INV0080,5,20240515,3826.0,3950.0,42.0,160692,165900,5208
370,INV0051,13,20240909,3614.0,3815.0,40.0,144560,152600,8040
372,INV0190,8,20240411,1089.0,1243.0,29.0,31581,36047,4466
373,INV0121,3,20240222,3703.0,3774.0,7.0,25921,26418,497
374,INV0189,1,20240328,2430.0,2790.0,23.0,55890,64170,8280
375,INV0032,7,20240726,1830.0,1812.0,13.0,23790,23556,-234
376,INV0063,6,20240715,3673.0,3838.0,6.0,22038,23028,990
377,INV0109,11,20241223,2828.0,3182.0,39.0,110292,124098,13806
378,INV0011,8,20240612,407.0,448.0,16.0,6512,7168,656
380,INV0036,2,20240814,3598.0,4081.0,36.0,129528,146916,17388
381,INV0107,10,20240913,2601.0,2522.0,15.0,39015,37830,-1185
382,INV0169,16,20240829,3371.0,3222.0,39.0,131469,125658,-5811
383,INV0002,13,20240131,1335.0,1183.0,9.0,12015,10647,-1368
384,INV0277,10,20240703,1226.0,1104.0,8.0,9808,8832,-976
385,INV0014,20,20240803,739.0,454.0,23.0,16997,10442,-6555
386,INV0122,8,20240208,2611.0,2642.0,2.0,5222,5284,62
387,INV0090,15,20241120,1286.0,1039.0,9.0,11574,9351,-2223
388,INV0216,12,20241127,2354.0,2170.0,48.0,112992,104160,-8832
389,INV0033,6,20241019,2150.0,2309.0,50.0,107500,115450,7950
390,INV0186,9,20240329,2302.0,2609.0,7.0,16114,18263,2149
391,INV0232,10,20241027,2263.0,2189.0,40.0,90520,87560,-2960
392,INV0023,10,20241205,3178.0,3552.0,34.0,108052,120768,12716
393,INV0155,12,20240828,2076.0,2434.0,2.0,4152,4868,716
394,INV0032,14,20240827,2161.0,2272.0,28.0,60508,63616,3108
396,INV0038,16,20240923,3883.0,3665.0,21.0,81543,76965,-4578
397,INV0076,20,20240518,469.0,298.0,18.0,8442,5364,-3078
398,INV0300,8,20240102,2446.0,2875.0,21.0,51366,60375,9009
399,INV0196,9,20241216,2646.0,2889.0,19.0,50274,54891,4617
400,INV0233,2,20240818,2270.0,2589.0,28.0,63560,72492,8932
401,INV0051,14,20241018,3448.0,3866.0,8.0,27584,30928,3344
402,INV0283,4,20240711,3152.0,3072.0,28.0,88256,86016,-2240
403,INV0232,15,20241018,3837.0,3770.0,27.0,103599,101790,-1809
404,INV0174,5,20241101,3589.0,3753.0,26.0,93314,97578,4264
405,INV0213,11,20240213,3188.0,2985.0,21.0,66948,62685,-4263
406,INV0219,11,20240314,1480.0,1861.0,17.0,25160,31637,6477
407,INV0192,16,20241225,825.0,1228.0,31.0,25575,38068,12493
408,INV0035,4,20240922,573.0,360.0,6.0,3438,2160,-1278
409,INV0222,4,20240705,595.0,1057.0,48.0,28560,50736,22176
410,INV0191,11,20240313,3525.0,3358.0,36.0,126900,120888,-6012
411,INV0031,16,20240111,2602.0,2877.0,36.0,93672,103572,9900
412,INV0169,9,20241108,2944.0,2769.0,27.0,79488,74763,-4725
413,INV0182,8,20240123,3778.0,4159.0,49.0,185122,203791,18669
414,INV0217,2,20240222,3755.0,4193.0,4.0,15020,16772,1752
415,INV0148,3,20240722,2659.0,2678.0,23.0,61157,61594,437
416,INV0054,16,20240204,2567.0,2786.0,14.0,35938,39004,3066
417,INV0080,17,20240622,2889.0,3082.0,15.0,43335,46230,2895
418,INV0056,12,20240609,1634.0,1903.0,24.0,39216,45672,6456
419,INV0059,16,20241012,3323.0,3308.0,37.0,122951,122396,-555
420,INV0116,19,20240827,3506.0,3645.0,36.0,126216,131220,5004
421,INV0286,6,20241009,307.0,630.0,43.0,13201,27090,13889
422,INV0137,11,20240826,318.0,202.0,18.0,5724,3636,-2088
